yearid,lgid,teamid,franchid,divid,rank,wswin,name,park,attendance,teamidbr
1896,NL,CHN,CHC,,5,,Chicago Colts,West Side Park II,317500,CHC
1896,NL,CIN,CIN,,3,,Cincinnati Reds,League Park II in Cincinnati,373000,CIN
1896,NL,CL4,CLV,,2,,Cleveland Spiders,League Park I,152000,CLV
1896,NL,LS3,LOU,,12,,Louisville Colonels,Eclipse Park II,133000,LOU
1896,NL,NY1,SFG,,7,,New York Giants,Polo Grounds III,274000,NYG
1896,NL,PHI,PHI,,8,,Philadelphia Phillies,Baker Bowl,357025,PHI
1896,NL,PIT,PIT,,6,,Pittsburgh Pirates,Exposition Park,197000,PIT
1896,NL,SLN,STL,,11,,St. Louis Browns,Robison Field,184000,STL
1896,NL,WAS,WAS,,9,,Washington Senators,Boundary Field,223000,WHS
1897,NL,BLN,BLO,,2,,Baltimore Orioles,Union Park,273046,BLN
1897,NL,BRO,LAD,,7,,Brooklyn Bridegrooms,Eastern Park,220831,BRO
1897,NL,BSN,ATL,,1,,Boston Beaneaters,South End Grounds III,334800,BSN
1897,NL,CHN,CHC,,9,,Chicago Colts,West Side Park II,327160,CHC
1897,NL,CIN,CIN,,4,,Cincinnati Reds,League Park II in Cincinnati,336800,CIN
1897,NL,CL4,CLV,,5,,Cleveland Spiders,League Park I,115250,CLV
1897,NL,LS3,LOU,,11,,Louisville Colonels,Eclipse Park II,145210,LOU
1897,NL,NY1,SFG,,3,,New York Giants,Polo Grounds III,390340,NYG
1897,NL,PHI,PHI,,10,,Philadelphia Phillies,Baker Bowl,290027,PHI
1897,NL,PIT,PIT,,8,,Pittsburgh Pirates,Exposition Park,165950,PIT
1897,NL,SLN,STL,,12,,St. Louis Browns,Robison Field,136400,STL
1897,NL,WAS,WAS,,6,,Washington Senators,Boundary Field,151028,WHS
1898,NL,BLN,BLO,,2,,Baltimore Orioles,Union Park,123416,BLN
1898,NL,BRO,LAD,,10,,Brooklyn Bridegrooms,Washington Park III,122514,BRO
1898,NL,BSN,ATL,,1,,Boston Beaneaters,South End Grounds III,229275,BSN
1898,NL,CHN,CHC,,4,,Chicago Orphans,West Side Park II,424352,CHC
1898,NL,CIN,CIN,,3,,Cincinnati Reds,League Park II in Cincinnati,336378,CIN
1898,NL,CL4,CLV,,5,,Cleveland Spiders,League Park I,70496,CLV
1898,NL,LS3,LOU,,9,,Louisville Colonels,Eclipse Park II,128980,LOU
1898,NL,NY1,SFG,,7,,New York Giants,Polo Grounds III,265414,NYG
1898,NL,PHI,PHI,,6,,Philadelphia Phillies,Baker Bowl,265414,PHI
1898,NL,PIT,PIT,,8,,Pittsburgh Pirates,Exposition Park,150900,PIT
1898,NL,SLN,STL,,12,,St. Louis Browns,Robison Field,151700,STL
1898,NL,WAS,WAS,,11,,Washington Senators,Boundary Field,103250,WHS
1899,NL,BLN,BLO,,4,,Baltimore Orioles,Union Park,121935,BLN
1899,NL,BRO,LAD,,1,,Brooklyn Superbas,Washington Park III,269641,BRO
1899,NL,BSN,ATL,,2,,Boston Beaneaters,South End Grounds III,200384,BSN
1899,NL,CHN,CHC,,8,,Chicago Orphans,West Side Park II,352130,CHC
1899,NL,CIN,CIN,,6,,Cincinnati Reds,League Park II in Cincinnati,259536,CIN
1899,NL,CL4,CLV,,12,,Cleveland Spiders,League Park I,6088,CLV
1899,NL,LS3,LOU,,9,,Louisville Colonels,Eclipse Park II,109319,LOU
1899,NL,NY1,SFG,,10,,New York Giants,Polo Grounds III,121384,NYG
1899,NL,PHI,PHI,,3,,Philadelphia Phillies,Baker Bowl,388933,PHI
1899,NL,PIT,PIT,,7,,Pittsburgh Pirates,Exposition Park,251834,PIT
1899,NL,SLN,STL,,5,,St. Louis Perfectos,Robison Field,373909,STL
1899,NL,WAS,WAS,,11,,Washington Senators,Boundary Field,86392,WHS
1900,NL,BRO,LAD,,1,,Brooklyn Superbas,Washington Park III,183000,BRO
1900,NL,BSN,ATL,,4,,Boston Beaneaters,South End Grounds III,202000,BSN
1900,NL,CHN,CHC,,6,,Chicago Orphans,West Side Park II,248577,CHC
1900,NL,CIN,CIN,,7,,Cincinnati Reds,League Park II in Cincinnati,170000,CIN
1900,NL,NY1,SFG,,8,,New York Giants,Polo Grounds III,190000,NYG
1900,NL,PHI,PHI,,3,,Philadelphia Phillies,Baker Bowl,301913,PHI
1900,NL,PIT,PIT,,2,,Pittsburgh Pirates,Exposition Park,264000,PIT
1900,NL,SLN,STL,,5,,St. Louis Cardinals,Robison Field,270000,STL
1901,AL,BLA,NYY,,5,,Baltimore Orioles,Oriole Park,141952,BLA
1901,AL,BOS,BOS,,2,,Boston Americans,Huntington Avenue Grounds,289448,BOS
1901,NL,BRO,LAD,,3,,Brooklyn Superbas,Washington Park III,198200,BRO
1901,NL,BSN,ATL,,5,,Boston Beaneaters,South End Grounds III,146502,BSN
1901,AL,CHA,CHW,,1,,Chicago White Sox,South Side Park II,354350,CHW
1901,NL,CHN,CHC,,6,,Chicago Orphans,West Side Park II,205071,CHC
1901,NL,CIN,CIN,,8,,Cincinnati Reds,League Park II in Cincinnati,205728,CIN
1901,AL,CLE,CLE,,7,,Cleveland Blues,League Park I,131380,CLE
1901,AL,DET,DET,,3,,Detroit Tigers,Bennett Park,259430,DET
1901,AL,MLA,BAL,,8,,Milwaukee Brewers,Lloyd Street Grounds,139034,MLA
1901,NL,NY1,SFG,,7,,New York Giants,Polo Grounds III,297650,NYG
1901,AL,PHA,OAK,,4,,Philadelphia Athletics,Columbia Park,206329,PHA
1901,NL,PHI,PHI,,2,,Philadelphia Phillies,Baker Bowl,234937,PHI
1901,NL,PIT,PIT,,1,,Pittsburgh Pirates,Exposition Park,251955,PIT
1901,NL,SLN,STL,,4,,St. Louis Cardinals,Robison Field,379988,STL
1901,AL,WS1,MIN,,6,,Washington Senators,American League Park I,161661,WSH
1902,AL,BLA,NYY,,8,,Baltimore Orioles,Oriole Park,174606,BLA
1902,AL,BOS,BOS,,3,,Boston Americans,Huntington Avenue Grounds,348567,BOS
1902,NL,BRO,LAD,,2,,Brooklyn Superbas,Washington Park III,199868,BRO
1902,NL,BSN,ATL,,3,,Boston Beaneaters,South End Grounds III,116960,BSN
1902,AL,CHA,CHW,,4,,Chicago White Sox,South Side Park II,337898,CHW
1902,NL,CHN,CHC,,5,,Chicago Orphans,West Side Park II,263700,CHC
1902,NL,CIN,CIN,,4,,Cincinnati Reds,Palace of the Fans,217300,CIN
1902,AL,CLE,CLE,,5,,Cleveland Bronchos,League Park I,275395,CLE
1902,AL,DET,DET,,7,,Detroit Tigers,Bennett Park,189469,DET
1902,NL,NY1,SFG,,8,,New York Giants,Polo Grounds III,302875,NYG
1902,AL,PHA,OAK,,1,,Philadelphia Athletics,Columbia Park,420078,PHA
1902,NL,PHI,PHI,,7,,Philadelphia Phillies,Baker Bowl,112066,PHI
1902,NL,PIT,PIT,,1,,Pittsburgh Pirates,Exposition Park,243826,PIT
1902,AL,SLA,BAL,,2,,St. Louis Browns,Sportsman's Park III,272283,SLB
1902,NL,SLN,STL,,6,,St. Louis Cardinals,Robison Field,226417,STL
1902,AL,WS1,MIN,,6,,Washington Senators,American League Park I,188158,WSH
1903,AL,BOS,BOS,,1,Y,Boston Americans,Huntington Avenue Grounds,379338,BOS
1903,NL,BRO,LAD,,5,N,Brooklyn Superbas,Washington Park III,224670,BRO
1903,NL,BSN,ATL,,6,N,Boston Beaneaters,South End Grounds III,143155,BSN
1903,AL,CHA,CHW,,7,N,Chicago White Sox,South Side Park II,286183,CHW
1903,NL,CHN,CHC,,3,N,Chicago Cubs,West Side Park II,386205,CHC
1903,NL,CIN,CIN,,4,N,Cincinnati Reds,Palace of the Fans,351680,CIN
1903,AL,CLE,CLE,,3,N,Cleveland Naps,League Park I,311280,CLE
1903,AL,DET,DET,,5,N,Detroit Tigers,Bennett Park,224523,DET
1903,NL,NY1,SFG,,2,N,New York Giants,Polo Grounds III,579530,NYG
1903,AL,NYA,NYY,,4,N,New York Highlanders,Hilltop Park,211808,NYY
1903,AL,PHA,OAK,,2,N,Philadelphia Athletics,Columbia Park,422473,PHA
1903,NL,PHI,PHI,,7,N,Philadelphia Phillies,Baker Bowl,151729,PHI
1903,NL,PIT,PIT,,1,N,Pittsburgh Pirates,Exposition Park,326855,PIT
1903,AL,SLA,BAL,,6,N,St. Louis Browns,Sportsman's Park III,380405,SLB
1903,NL,SLN,STL,,8,N,St. Louis Cardinals,Robison Field,226538,STL
1903,AL,WS1,MIN,,8,N,Washington Senators,American League Park I,128878,WSH
1904,AL,BOS,BOS,,1,,Boston Americans,Huntington Avenue Grounds,623295,BOS
1904,NL,BRO,LAD,,6,,Brooklyn Superbas,Washington Park III,214600,BRO
1904,NL,BSN,ATL,,7,,Boston Beaneaters,South End Grounds III,140694,BSN
1904,AL,CHA,CHW,,3,,Chicago White Sox,South Side Park II,557123,CHW
1904,NL,CHN,CHC,,2,,Chicago Cubs,West Side Park II,439100,CHC
1904,NL,CIN,CIN,,3,,Cincinnati Reds,Palace of the Fans,391915,CIN
1904,AL,CLE,CLE,,4,,Cleveland Naps,League Park I,264749,CLE
1904,AL,DET,DET,,7,,Detroit Tigers,Bennett Park,177796,DET
1904,NL,NY1,SFG,,1,,New York Giants,Polo Grounds III,609826,NYG
1904,AL,NYA,NYY,,2,,New York Highlanders,Hilltop Park,438919,NYY
1904,AL,PHA,OAK,,5,,Philadelphia Athletics,Columbia Park,512294,PHA
1904,NL,PHI,PHI,,8,,Philadelphia Phillies,Baker Bowl,140771,PHI
1904,NL,PIT,PIT,,4,,Pittsburgh Pirates,Exposition Park,340615,PIT
1904,AL,SLA,BAL,,6,,St. Louis Browns,Sportsman's Park III,318108,SLB
1904,NL,SLN,STL,,5,,St. Louis Cardinals,Robison Field,386750,STL
1904,AL,WS1,MIN,,8,,Washington Senators,American League Park II,131744,WSH
1905,AL,BOS,BOS,,4,N,Boston Americans,Huntington Avenue Grounds,468828,BOS
1905,NL,BRO,LAD,,8,N,Brooklyn Superbas,Washington Park III,227924,BRO
1905,NL,BSN,ATL,,7,N,Boston Beaneaters,South End Grounds III,150003,BSN
1905,AL,CHA,CHW,,2,N,Chicago White Sox,South Side Park II,687419,CHW
1905,NL,CHN,CHC,,3,N,Chicago Cubs,West Side Park II,509900,CHC
1905,NL,CIN,CIN,,5,N,Cincinnati Reds,Palace of the Fans,313927,CIN
1905,AL,CLE,CLE,,5,N,Cleveland Naps,League Park I,316306,CLE
1905,AL,DET,DET,,3,N,Detroit Tigers,Bennett Park,193384,DET
1905,NL,NY1,SFG,,1,Y,New York Giants,Polo Grounds III,552700,NYG
1905,AL,NYA,NYY,,6,N,New York Highlanders,Hilltop Park,309100,NYY
1905,AL,PHA,OAK,,1,N,Philadelphia Athletics,Columbia Park,554576,PHA
1905,NL,PHI,PHI,,4,N,Philadelphia Phillies,Baker Bowl,317932,PHI
1905,NL,PIT,PIT,,2,N,Pittsburgh Pirates,Exposition Park,369124,PIT
1905,AL,SLA,BAL,,8,N,St. Louis Browns,Sportsman's Park III,339112,SLB
1905,NL,SLN,STL,,6,N,St. Louis Cardinals,Robison Field,292800,STL
1905,AL,WS1,MIN,,7,N,Washington Senators,American League Park II,252027,WSH
1906,AL,BOS,BOS,,8,N,Boston Americans,Huntington Avenue Grounds,410209,BOS
1906,NL,BRO,LAD,,5,N,Brooklyn Superbas,Washington Park III,277400,BRO
1906,NL,BSN,ATL,,8,N,Boston Beaneaters,South End Grounds III,143280,BSN
1906,AL,CHA,CHW,,1,Y,Chicago White Sox,South Side Park II,585202,CHW
1906,NL,CHN,CHC,,1,N,Chicago Cubs,West Side Park II,654300,CHC
1906,NL,CIN,CIN,,6,N,Cincinnati Reds,Palace of the Fans,330056,CIN
1906,AL,CLE,CLE,,3,N,Cleveland Naps,League Park I,325733,CLE
1906,AL,DET,DET,,6,N,Detroit Tigers,Bennett Park,174043,DET
1906,NL,NY1,SFG,,2,N,New York Giants,Polo Grounds III,402850,NYG
1906,AL,NYA,NYY,,2,N,New York Highlanders,Hilltop Park,434700,NYY
1906,AL,PHA,OAK,,4,N,Philadelphia Athletics,Columbia Park,489129,PHA
1906,NL,PHI,PHI,,4,N,Philadelphia Phillies,Baker Bowl,294680,PHI
1906,NL,PIT,PIT,,3,N,Pittsburgh Pirates,Exposition Park,394877,PIT
1906,AL,SLA,BAL,,5,N,St. Louis Browns,Sportsman's Park III,389157,SLB
1906,NL,SLN,STL,,7,N,St. Louis Cardinals,Robison Field,283770,STL
1906,AL,WS1,MIN,,7,N,Washington Senators,American League Park II,129903,WSH
1907,AL,BOS,BOS,,7,N,Boston Americans,Huntington Avenue Grounds,436777,BOS
1907,NL,BRO,LAD,,5,N,Brooklyn Superbas,Washington Park III,312500,BRO
1907,NL,BSN,ATL,,7,N,Boston Doves,South End Grounds III,203221,BSN
1907,AL,CHA,CHW,,3,N,Chicago White Sox,South Side Park II,666307,CHW
1907,NL,CHN,CHC,,1,Y,Chicago Cubs,West Side Park II,422550,CHC
1907,NL,CIN,CIN,,6,N,Cincinnati Reds,Palace of the Fans,317500,CIN
1907,AL,CLE,CLE,,4,N,Cleveland Naps,League Park I,382046,CLE
1907,AL,DET,DET,,1,N,Detroit Tigers,Bennett Park,297079,DET
1907,NL,NY1,SFG,,4,N,New York Giants,Polo Grounds III,538350,NYG
1907,AL,NYA,NYY,,5,N,New York Highlanders,Hilltop Park,350020,NYY
1907,AL,PHA,OAK,,2,N,Philadelphia Athletics,Columbia Park,625581,PHA
1907,NL,PHI,PHI,,3,N,Philadelphia Phillies,Baker Bowl,341216,PHI
1907,NL,PIT,PIT,,2,N,Pittsburgh Pirates,Exposition Park,319506,PIT
1907,AL,SLA,BAL,,6,N,St. Louis Browns,Sportsman's Park III,419025,SLB
1907,NL,SLN,STL,,8,N,St. Louis Cardinals,Robison Field,185377,STL
1907,AL,WS1,MIN,,8,N,Washington Senators,American League Park II,221929,WSH
1908,AL,BOS,BOS,,5,N,Boston Red Sox,Huntington Avenue Grounds,473048,BOS
1908,NL,BRO,LAD,,7,N,Brooklyn Superbas,Washington Park III,275600,BRO
1908,NL,BSN,ATL,,6,N,Boston Doves,South End Grounds III,253750,BSN
1908,AL,CHA,CHW,,3,N,Chicago White Sox,South Side Park II,636096,CHW
1908,NL,CHN,CHC,,1,Y,Chicago Cubs,West Side Park II,665325,CHC
1908,NL,CIN,CIN,,5,N,Cincinnati Reds,Palace of the Fans,399200,CIN
1908,AL,CLE,CLE,,2,N,Cleveland Naps,League Park I,422262,CLE
1908,AL,DET,DET,,1,N,Detroit Tigers,Bennett Park,436199,DET
1908,NL,NY1,SFG,,2,N,New York Giants,Polo Grounds III,910000,NYG
1908,AL,NYA,NYY,,8,N,New York Highlanders,Hilltop Park,305500,NYY
1908,AL,PHA,OAK,,6,N,Philadelphia Athletics,Columbia Park,455062,PHA
1908,NL,PHI,PHI,,4,N,Philadelphia Phillies,Baker Bowl,420660,PHI
1908,NL,PIT,PIT,,2,N,Pittsburgh Pirates,Exposition Park,382444,PIT
1908,AL,SLA,BAL,,4,N,St. Louis Browns,Sportsman's Park III,618947,SLB
1908,NL,SLN,STL,,8,N,St. Louis Cardinals,Robison Field,205129,STL
1908,AL,WS1,MIN,,7,N,Washington Senators,American League Park II,264252,WSH
1909,AL,BOS,BOS,,3,N,Boston Red Sox,Huntington Avenue Grounds,668965,BOS
1909,NL,BRO,LAD,,6,N,Brooklyn Superbas,Washington Park III,321300,BRO
1909,NL,BSN,ATL,,8,N,Boston Doves,South End Grounds III,195188,BSN
1909,AL,CHA,CHW,,4,N,Chicago White Sox,South Side Park II,478400,CHW
1909,NL,CHN,CHC,,2,N,Chicago Cubs,West Side Park II,633480,CHC
1909,NL,CIN,CIN,,4,N,Cincinnati Reds,Palace of the Fans,424643,CIN
1909,AL,CLE,CLE,,6,N,Cleveland Naps,League Park I,354627,CLE
1909,AL,DET,DET,,1,N,Detroit Tigers,Bennett Park,490490,DET
1909,NL,NY1,SFG,,3,N,New York Giants,Polo Grounds III,783700,NYG
1909,AL,NYA,NYY,,5,N,New York Highlanders,Hilltop Park,501000,NYY
1909,AL,PHA,OAK,,2,N,Philadelphia Athletics,Shibe Park,674915,PHA
1909,NL,PHI,PHI,,5,N,Philadelphia Phillies,Baker Bowl,303177,PHI
1909,NL,PIT,PIT,,1,Y,Pittsburgh Pirates,Exposition Park/Forbes Field,534950,PIT
1909,AL,SLA,BAL,,7,N,St. Louis Browns,Sportsman's Park IV,366274,SLB
1909,NL,SLN,STL,,7,N,St. Louis Cardinals,Robison Field,299982,STL
1909,AL,WS1,MIN,,8,N,Washington Senators,American League Park II,205199,WSH
1910,AL,BOS,BOS,,4,N,Boston Red Sox,Huntington Avenue Grounds,584619,BOS
1910,NL,BRO,LAD,,6,N,Brooklyn Superbas,Washington Park III,279321,BRO
1910,NL,BSN,ATL,,8,N,Boston Doves,South End Grounds III,149027,BSN
1910,AL,CHA,CHW,,6,N,Chicago White Sox,South Side Park II/Comiskey Park,552084,CHW
1910,NL,CHN,CHC,,1,N,Chicago Cubs,West Side Park II,526152,CHC
1910,NL,CIN,CIN,,5,N,Cincinnati Reds,Palace of the Fans,380622,CIN
1910,AL,CLE,CLE,,5,N,Cleveland Naps,League Park II,293456,CLE
1910,AL,DET,DET,,3,N,Detroit Tigers,Bennett Park,391288,DET
1910,NL,NY1,SFG,,2,N,New York Giants,Polo Grounds III,511785,NYG
1910,AL,NYA,NYY,,2,N,New York Highlanders,Hilltop Park,355857,NYY
1910,AL,PHA,OAK,,1,Y,Philadelphia Athletics,Shibe Park,588905,PHA
1910,NL,PHI,PHI,,4,N,Philadelphia Phillies,Baker Bowl,296597,PHI
1910,NL,PIT,PIT,,3,N,Pittsburgh Pirates,Forbes Field,436586,PIT
1910,AL,SLA,BAL,,8,N,St. Louis Browns,Sportsman's Park IV,249889,SLB
1910,NL,SLN,STL,,7,N,St. Louis Cardinals,Robison Field,355668,STL
1910,AL,WS1,MIN,,7,N,Washington Senators,American League Park II,254591,WSH
1911,AL,BOS,BOS,,4,N,Boston Red Sox,Huntington Avenue Grounds,503961,BOS
1911,NL,BRO,LAD,,7,N,Brooklyn Dodgers,Washington Park III,269000,BRO
1911,NL,BSN,ATL,,8,N,Boston Rustlers,South End Grounds III,116000,BSN
1911,AL,CHA,CHW,,5,N,Chicago White Sox,Comiskey Park,583208,CHW
1911,NL,CHN,CHC,,2,N,Chicago Cubs,West Side Park II,576000,CHC
1911,NL,CIN,CIN,,6,N,Cincinnati Reds,Palace of the Fans,300000,CIN
1911,AL,CLE,CLE,,3,N,Cleveland Naps,League Park II,406296,CLE
1911,AL,DET,DET,,2,N,Detroit Tigers,Bennett Park,484988,DET
1911,NL,NY1,SFG,,1,N,New York Giants,Polo Grounds III/Polo Grounds IV,675000,NYG
1911,AL,NYA,NYY,,6,N,New York Highlanders,Hilltop Park,302444,NYY
1911,AL,PHA,OAK,,1,Y,Philadelphia Athletics,Shibe Park,605749,PHA
1911,NL,PHI,PHI,,4,N,Philadelphia Phillies,Baker Bowl,416000,PHI
1911,NL,PIT,PIT,,3,N,Pittsburgh Pirates,Forbes Field,432000,PIT
1911,AL,SLA,BAL,,8,N,St. Louis Browns,Sportsman's Park IV,207984,SLB
1911,NL,SLN,STL,,5,N,St. Louis Cardinals,Robison Field,447768,STL
1911,AL,WS1,MIN,,7,N,Washington Senators,Griffith Stadium I,244884,WSH
1912,AL,BOS,BOS,,1,Y,Boston Red Sox,Fenway Park I,597096,BOS
1912,NL,BRO,LAD,,7,N,Brooklyn Dodgers,Washington Park III,243000,BRO
1912,NL,BSN,ATL,,8,N,Boston Braves,South End Grounds III,121000,BSN
1912,AL,CHA,CHW,,4,N,Chicago White Sox,Comiskey Park,602241,CHW
1912,NL,CHN,CHC,,3,N,Chicago Cubs,West Side Park II,514000,CHC
1912,NL,CIN,CIN,,4,N,Cincinnati Reds,Crosley Field,344000,CIN
1912,AL,CLE,CLE,,5,N,Cleveland Naps,League Park II,336844,CLE
1912,AL,DET,DET,,6,N,Detroit Tigers,Navin Field,402870,DET
1912,NL,NY1,SFG,,1,N,New York Giants,Polo Grounds IV,638000,NYG
1912,AL,NYA,NYY,,8,N,New York Highlanders,Hilltop Park,242194,NYY
1912,AL,PHA,OAK,,3,N,Philadelphia Athletics,Shibe Park,517653,PHA
1912,NL,PHI,PHI,,5,N,Philadelphia Phillies,Baker Bowl,250000,PHI
1912,NL,PIT,PIT,,2,N,Pittsburgh Pirates,Forbes Field,384000,PIT
1912,AL,SLA,BAL,,7,N,St. Louis Browns,Sportsman's Park IV,214070,SLB
1912,NL,SLN,STL,,6,N,St. Louis Cardinals,Robison Field,241759,STL
1912,AL,WS1,MIN,,2,N,Washington Senators,Griffith Stadium I,350663,WSH
1913,AL,BOS,BOS,,4,N,Boston Red Sox,Fenway Park I,437194,BOS
1913,NL,BRO,LAD,,6,N,Brooklyn Superbas,Ebbets Field,347000,BRO
1913,NL,BSN,ATL,,5,N,Boston Braves,South End Grounds III,208000,BSN
1913,AL,CHA,CHW,,5,N,Chicago White Sox,Comiskey Park,644501,CHW
1913,NL,CHN,CHC,,3,N,Chicago Cubs,West Side Park II,419000,CHC
1913,NL,CIN,CIN,,7,N,Cincinnati Reds,Crosley Field,258000,CIN
1913,AL,CLE,CLE,,3,N,Cleveland Naps,League Park II,541000,CLE
1913,AL,DET,DET,,6,N,Detroit Tigers,Navin Field,398502,DET
1913,NL,NY1,SFG,,1,N,New York Giants,Polo Grounds IV,630000,NYG
1913,AL,NYA,NYY,,7,N,New York Yankees,Polo Grounds IV,357551,NYY
1913,AL,PHA,OAK,,1,Y,Philadelphia Athletics,Shibe Park,571896,PHA
1913,NL,PHI,PHI,,2,N,Philadelphia Phillies,Baker Bowl,470000,PHI
1913,NL,PIT,PIT,,4,N,Pittsburgh Pirates,Forbes Field,296000,PIT
1913,AL,SLA,BAL,,8,N,St. Louis Browns,Sportsman's Park IV,250330,SLB
1913,NL,SLN,STL,,8,N,St. Louis Cardinals,Robison Field,203531,STL
1913,AL,WS1,MIN,,2,N,Washington Senators,Griffith Stadium I,325831,WSH
1914,FL,BLF,BLT,,3,,Baltimore Terrapins,,,BAL
1914,AL,BOS,BOS,,2,N,Boston Red Sox,Fenway Park I,481359,BOS
1914,FL,BRF,BTT,,5,,Brooklyn Tip-Tops,,,BTT
1914,NL,BRO,LAD,,5,N,Brooklyn Robins,Ebbets Field,122671,BRO
1914,NL,BSN,ATL,,1,Y,Boston Braves,South End Grounds III,382913,BSN
1914,FL,BUF,BFL,,4,,Buffalo Buffeds,,,BUF
1914,AL,CHA,CHW,,6,N,Chicago White Sox,Comiskey Park,469290,CHW
1914,FL,CHF,CHH,,2,,Chicago Chi-Feds,Wrigley Field,,CHI
1914,NL,CHN,CHC,,4,N,Chicago Cubs,West Side Park II,202516,CHC
1914,NL,CIN,CIN,,8,N,Cincinnati Reds,Crosley Field,100791,CIN
1914,AL,CLE,CLE,,8,N,Cleveland Naps,League Park II,185997,CLE
1914,AL,DET,DET,,4,N,Detroit Tigers,Navin Field,416225,DET
1914,FL,IND,NEW,,1,,Indianapolis Hoosiers,,,IND
1914,FL,KCF,KCP,,6,,Kansas City Packers,,,KCP
1914,NL,NY1,SFG,,2,N,New York Giants,Polo Grounds IV,364313,NYG
1914,AL,NYA,NYY,,6,N,New York Yankees,Polo Grounds IV,359477,NYY
1914,AL,PHA,OAK,,1,N,Philadelphia Athletics,Shibe Park,346641,PHA
1914,NL,PHI,PHI,,6,N,Philadelphia Phillies,Baker Bowl,138474,PHI
1914,NL,PIT,PIT,,7,N,Pittsburgh Pirates,Forbes Field,139620,PIT
1914,FL,PTF,PBS,,7,,Pittsburgh Rebels,,,PBS
1914,AL,SLA,BAL,,5,N,St. Louis Browns,Sportsman's Park IV,244714,SLB
1914,FL,SLF,SLI,,8,,St. Louis Terriers,,,SLM
1914,NL,SLN,STL,,3,N,St. Louis Cardinals,Robison Field,256099,STL
1914,AL,WS1,MIN,,3,N,Washington Senators,Griffith Stadium I,243888,WSH
1915,FL,BLF,BLT,,8,,Baltimore Terrapins,,,BAL
1915,AL,BOS,BOS,,1,Y,Boston Red Sox,Fenway Park I,539885,BOS
1915,FL,BRF,BTT,,7,,Brooklyn Tip-Tops,,,BTT
1915,NL,BRO,LAD,,3,N,Brooklyn Robins,Ebbets Field,297766,BRO
1915,NL,BSN,ATL,,2,N,Boston Braves,Fenway Park I / Braves Field,376283,BSN
1915,FL,BUF,BFL,,6,,Buffalo Blues,,,BUF
1915,AL,CHA,CHW,,3,N,Chicago White Sox,Comiskey Park,539461,CHW
1915,FL,CHF,CHH,,2,,Chicago Whales,Wrigley Field,,CHI
1915,NL,CHN,CHC,,4,N,Chicago Cubs,West Side Park II,217058,CHC
1915,NL,CIN,CIN,,7,N,Cincinnati Reds,Crosley Field,218878,CIN
1915,AL,CLE,CLE,,7,N,Cleveland Indians,League Park II,159285,CLE
1915,AL,DET,DET,,2,N,Detroit Tigers,Navin Field,476105,DET
1915,FL,KCF,KCP,,4,,Kansas City Packers,,,KCP
1915,FL,NEW,NEW,,5,,Newark Pepper,,,NEW
1915,NL,NY1,SFG,,8,N,New York Giants,Polo Grounds IV,391850,NYG
1915,AL,NYA,NYY,,5,N,New York Yankees,Polo Grounds IV,256035,NYY
1915,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,146223,PHA
1915,NL,PHI,PHI,,1,N,Philadelphia Phillies,Baker Bowl,449898,PHI
1915,NL,PIT,PIT,,5,N,Pittsburgh Pirates,Forbes Field,225743,PIT
1915,FL,PTF,PBS,,3,,Pittsburgh Rebels,,,PBS
1915,AL,SLA,BAL,,6,N,St. Louis Browns,Sportsman's Park IV,150358,SLB
1915,FL,SLF,SLI,,1,,St. Louis Terriers,,,SLM
1915,NL,SLN,STL,,6,N,St. Louis Cardinals,Robison Field,252666,STL
1915,AL,WS1,MIN,,4,N,Washington Senators,Griffith Stadium I,167332,WSH
1916,AL,BOS,BOS,,1,Y,Boston Red Sox,Fenway Park I,496397,BOS
1916,NL,BRO,LAD,,1,N,Brooklyn Robins,Ebbets Field,447747,BRO
1916,NL,BSN,ATL,,3,N,Boston Braves,Braves Field,313495,BSN
1916,AL,CHA,CHW,,2,N,Chicago White Sox,Comiskey Park,679923,CHW
1916,NL,CHN,CHC,,5,N,Chicago Cubs,Wrigley Field,453685,CHC
1916,NL,CIN,CIN,,7,N,Cincinnati Reds,Crosley Field,255846,CIN
1916,AL,CLE,CLE,,6,N,Cleveland Indians,League Park II,492106,CLE
1916,AL,DET,DET,,3,N,Detroit Tigers,Navin Field,616772,DET
1916,NL,NY1,SFG,,4,N,New York Giants,Polo Grounds IV,552056,NYG
1916,AL,NYA,NYY,,4,N,New York Yankees,Polo Grounds IV,469211,NYY
1916,AL,PHA,OAK,,8,N,Philadelphia Athletics,Shibe Park,184471,PHA
1916,NL,PHI,PHI,,2,N,Philadelphia Phillies,Baker Bowl,515365,PHI
1916,NL,PIT,PIT,,6,N,Pittsburgh Pirates,Forbes Field,289132,PIT
1916,AL,SLA,BAL,,5,N,St. Louis Browns,Sportsman's Park IV,335740,SLB
1916,NL,SLN,STL,,7,N,St. Louis Cardinals,Robison Field,224308,STL
1916,AL,WS1,MIN,,7,N,Washington Senators,Griffith Stadium I,177265,WSH
1917,AL,BOS,BOS,,2,N,Boston Red Sox,Fenway Park I,387856,BOS
1917,NL,BRO,LAD,,7,N,Brooklyn Robins,Ebbets Field,221619,BRO
1917,NL,BSN,ATL,,6,N,Boston Braves,Braves Field,174253,BSN
1917,AL,CHA,CHW,,1,Y,Chicago White Sox,Comiskey Park,684521,CHW
